unique_key,address,census_tract,clearance_date,clearance_status,council_district_code,description,district,location_description,primary_type,timestamp,x_coordinate,y_coordinate,year,zipcode
20161860740,"600 PARK PL Austin, TX 78705",5,2016-07-05 00:00:00 UTC,Not cleared,9,AUTO THEFT                    ,B,600 PARK PL,Auto Theft,2016-07-04 00:00:00 UTC,3116809,10078810,2016,78705
20155041880,"612 PARK PL Austin, TX 78705",5,2015-09-25 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,612 PARK PL,Theft,2015-09-22 00:00:00 UTC,3117136,10078739,2015,78705
20158003726,"612 PARK PL Austin, TX 78705",5,2015-10-27 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,612 PARK PL,Theft,2015-10-23 00:00:00 UTC,3117136,10078739,2015,78705
20168005567,"3000 EAST DR Austin, TX 78705",5,2016-12-21 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,3000 EAST DR,Theft,2016-12-18 00:00:00 UTC,3115052,10080767,2016,78705
20161820668,"100 W 32ND ST Austin, TX 78705",5,2016-08-24 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,100 W 32ND ST,Theft,2016-06-30 00:00:00 UTC,3116205,10081339,2016,78705
20155005166,"101 E 33RD ST Austin, TX 78705",5,2015-02-10 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,101 E 33RD ST,Theft,2015-02-05 00:00:00 UTC,3116395,10081325,2015,78705
20155026165,"101 E 33RD ST Austin, TX 78705",5,2015-06-19 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,101 E 33RD ST,Theft,2015-06-17 00:00:00 UTC,3116395,10081325,2015,78705
20165046990,"101 E 33RD ST Austin, TX 78705",5,2016-11-16 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,101 E 33RD ST,Theft,2016-11-11 00:00:00 UTC,3116394,10081325,2016,78705
20155046623,"102 W 33RD ST Austin, TX 78705",5,2015-10-22 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,102 W 33RD ST,Theft,2015-10-21 00:00:00 UTC,3116322,10081703,2015,78705
20165038583,"103 LAUREL LN Austin, TX 78705",5,2016-10-20 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,103 LAUREL LN,Theft,2016-09-17 00:00:00 UTC,3115945,10080940,2016,78705
20155046938,"103 W 33RD ST Austin, TX 78705",5,2015-10-26 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,103 W 33RD ST,Theft,2015-10-23 00:00:00 UTC,3116238,10081542,2015,78705
2015770043,"103 W 35TH ST Austin, TX 78705",5,2015-03-28 00:00:00 UTC,Cleared by Arrest,9,AGG ASLT ENHANC STRANGL/SUFFOC,B,103 W 35TH ST,Aggravated Assault,2015-03-18 00:00:00 UTC,3116657,10082206,2015,78705
20163310803,"103 W 35TH ST Austin, TX 78705",5,2016-12-01 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF RESIDENCE         ,B,103 W 35TH ST,Burglary,2016-11-26 00:00:00 UTC,3116656,10082206,2016,78705
20168001797,"104 E 31ST ST Austin, TX 78705",5,2016-04-26 00:00:00 UTC,Cleared by Arrest,9,THEFT BY SHOPLIFTING          ,B,104 E 31ST ST,Theft,2016-04-14 00:00:00 UTC,3116058,10080662,2016,78705
20165037838,"104 LAUREL LN Austin, TX 78705",5,2016-10-11 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,104 LAUREL LN,Theft,2016-09-13 00:00:00 UTC,3115969,10081113,2016,78705
20163020184,"104 W 35TH ST Austin, TX 78705",5,2016-11-01 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,104 W 35TH ST,Theft,2016-10-28 00:00:00 UTC,3116659,10082271,2016,78705
20163481493,"104 W 35TH ST Austin, TX 78705",5,2017-01-24 00:00:00 UTC,Not cleared,9,BURGLARY OF RESIDENCE         ,B,104 W 35TH ST,Burglary,2016-12-13 00:00:00 UTC,3116659,10082271,2016,78705
20155038797,"105 E 31ST ST Austin, TX 78705",5,2015-09-30 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,105 E 31ST ST,Theft,2015-09-02 00:00:00 UTC,3116024,10080438,2015,78705
20168000294,"105 E 31ST ST Austin, TX 78705",5,2016-02-11 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,105 E 31ST ST,Theft,2016-01-22 00:00:00 UTC,3116024,10080438,2016,78705
20165021507,"105 E 31ST ST Austin, TX 78705",5,2016-05-26 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,105 E 31ST ST,Theft,2016-05-24 00:00:00 UTC,3116024,10080438,2016,78705
20165039547,"105 E 31ST ST Austin, TX 78705",5,2016-10-26 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,105 E 31ST ST,Theft,2016-09-23 00:00:00 UTC,3116024,10080438,2016,78705
20155032717,"106 E 30TH ST Austin, TX 78705",5,2015-07-29 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,106 E 30TH ST,Theft,2015-07-27 00:00:00 UTC,3116014,10080316,2015,78705
20165012519,"106 E 30TH ST Austin, TX 78705",5,2016-03-30 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,106 E 30TH ST,Theft,2016-03-25 00:00:00 UTC,3116014,10080316,2016,78705
20168002349,"106 E 30TH ST Austin, TX 78705",5,2016-05-20 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,106 E 30TH ST,Theft,2016-05-17 00:00:00 UTC,3116014,10080316,2016,78705
20168004215,"106 E 30TH ST Austin, TX 78705",5,2016-09-21 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,106 E 30TH ST,Theft,2016-09-04 00:00:00 UTC,3116014,10080316,2016,78705
20163500860,"106 E 30TH ST Austin, TX 78705",5,2016-12-20 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,106 E 30TH ST,Theft,2016-12-15 00:00:00 UTC,3116014,10080316,2016,78705
20151420272,"106 E 35TH ST Austin, TX 78705",5,2015-06-12 00:00:00 UTC,Cleared by Arrest,9,AGG ASLT STRANGLE/SUFFOCATE   ,B,106 E 35TH ST,Aggravated Assault,2015-05-22 00:00:00 UTC,3116984,10082135,2015,78705
20158004001,"106 W 30TH ST Austin, TX 78705",5,2015-11-11 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,106 W 30TH ST,Theft,2015-11-08 00:00:00 UTC,3115642,10080421,2015,78705
20152940183,"111 W 33RD ST Austin, TX 78705",5,2015-10-22 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,111 W 33RD ST,Theft,2015-10-21 00:00:00 UTC,3115949,10081650,2015,78705
20155015677,"111 W 38TH ST Austin, TX 78705",5,2015-04-15 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,111 W 38TH ST,Theft,2015-04-14 00:00:00 UTC,3116658,10082730,2015,78705
20155020548,"114 E 31ST ST Austin, TX 78705",5,2015-05-15 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,114 E 31ST ST,Theft,2015-05-13 00:00:00 UTC,3116273,10080630,2015,78705
20155047300,"114 E 31ST ST Austin, TX 78705",5,2015-10-28 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,114 E 31ST ST,Theft,2015-10-26 00:00:00 UTC,3116273,10080630,2015,78705
20165009697,"114 E 31ST ST Austin, TX 78705",5,2016-03-07 00:00:00 UTC,Cleared by Arrest,9,THEFT OF LICENSE PLATE        ,B,114 E 31ST ST,Theft,2016-03-07 00:00:00 UTC,3116272,10080630,2016,78705
20168001623,"114 E 31ST ST Austin, TX 78705",5,2016-05-02 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,114 E 31ST ST,Theft,2016-04-06 00:00:00 UTC,3116272,10080630,2016,78705
20161860013,"115 LAUREL LN Austin, TX 78705",5,2016-07-15 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,115 LAUREL LN,Theft,2016-07-04 00:00:00 UTC,3115671,10081088,2016,78705
20165039707,"117 W 32ND ST Austin, TX 78705",5,2016-09-28 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,117 W 32ND ST,Theft,2016-09-25 00:00:00 UTC,3115703,10081385,2016,78705
20158002675,"122 LAUREL LN Austin, TX 78705",5,2015-08-11 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,122 LAUREL LN,Theft,2015-08-09 00:00:00 UTC,3115489,10081332,2015,78705
20155050429,"200 E 31ST ST Austin, TX 78705",5,2015-11-18 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,200 E 31ST ST,Theft,2015-11-16 00:00:00 UTC,3116370,10080413,2015,78705
20165025085,"200 W 31ST ST Austin, TX 78705",5,2016-06-20 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,200 W 31ST ST,Theft,2016-06-18 00:00:00 UTC,3115588,10080894,2016,78705
20168002916,"200 W 31ST ST Austin, TX 78705",5,2016-07-07 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,200 W 31ST ST,Theft,2016-06-18 00:00:00 UTC,3115588,10080894,2016,78705
20155049656,"201 W 31ST ST Austin, TX 78705",5,2015-12-03 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,201 W 31ST ST,Theft,2015-11-10 00:00:00 UTC,3115534,10080796,2015,78705
20168002048,"201 W 31ST ST Austin, TX 78705",5,2016-05-17 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,201 W 31ST ST,Theft,2016-04-28 00:00:00 UTC,3115534,10080796,2016,78705
20162910761,"202 E 31ST ST Austin, TX 78705",5,2016-10-20 00:00:00 UTC,Not cleared,9,BURGLARY OF RESIDENCE         ,B,202 E 31ST ST,Burglary,2016-10-17 00:00:00 UTC,3116408,10080372,2016,78705
20165012006,"202 E 32ND ST Austin, TX 78705",5,2016-03-24 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,202 E 32ND ST,Theft,2016-03-22 00:00:00 UTC,3116500,10081022,2016,78705
20158003030,"203 E 31ST ST Austin, TX 78705",5,2015-09-04 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,203 E 31ST ST,Theft,2015-09-01 00:00:00 UTC,3116201,10080268,2015,78705
20155047726,"203 E 31ST ST Austin, TX 78705",5,2015-10-29 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,203 E 31ST ST,Theft,2015-10-28 00:00:00 UTC,3116201,10080268,2015,78705
20165020544,"203 E 31ST ST Austin, TX 78705",5,2016-05-20 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,203 E 31ST ST,Theft,2016-05-18 00:00:00 UTC,3116200,10080268,2016,78705
20168002854,"203 E 31ST ST Austin, TX 78705",5,2016-06-16 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,203 E 31ST ST,Theft,2016-06-14 00:00:00 UTC,3116200,10080268,2016,78705
20165032510,"203 E 31ST ST Austin, TX 78705",5,2016-10-20 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,203 E 31ST ST,Theft,2016-08-08 00:00:00 UTC,3116200,10080268,2016,78705
20165048809,"203 E 31ST ST Austin, TX 78705",5,2016-11-28 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,203 E 31ST ST,Theft,2016-11-25 00:00:00 UTC,3116200,10080268,2016,78705
20165012948,"203 E 32ND ST Austin, TX 78705",5,2016-03-29 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,203 E 32ND ST,Theft,2016-03-28 00:00:00 UTC,3116376,10080933,2016,78705
20151520725,"204 E 30TH ST Austin, TX 78705",5,2015-06-22 00:00:00 UTC,Not cleared,9,BURGLARY OF RESIDENCE         ,B,204 E 30TH ST,Burglary,2015-06-01 00:00:00 UTC,3116183,10080068,2015,78705
20165043339,"204 E 33RD ST Austin, TX 78705",5,2016-10-20 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,204 E 33RD ST,Theft,2016-10-19 00:00:00 UTC,3116691,10081342,2016,78705
20152161812,"205 E 35TH ST Austin, TX 78705",5,2015-08-25 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,205 E 35TH ST,Theft,2015-08-04 00:00:00 UTC,3117008,10081953,2015,78705
20155037871,"205 E 35TH ST Austin, TX 78705",5,2015-09-11 00:00:00 UTC,Cleared by Arrest,9,THEFT FROM AUTO               ,B,205 E 35TH ST,Theft,2015-08-27 00:00:00 UTC,3117008,10081953,2015,78705
20165015508,"206 W 31ST ST Austin, TX 78705",5,2016-04-19 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,206 W 31ST ST,Theft,2016-04-14 00:00:00 UTC,3115517,10080886,2016,78705
20165015921,"209 E 38TH ST Austin, TX 78705",5,2016-05-04 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,209 E 38TH ST,Theft,2016-04-16 00:00:00 UTC,3117323,10082371,2016,78705
20155047579,"212 W 33RD ST Austin, TX 78705",5,2015-10-29 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,212 W 33RD ST,Theft,2015-10-27 00:00:00 UTC,3115597,10082024,2015,78705
20165029353,"2900 DUVAL ST Austin, TX 78705",5,2016-07-20 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,2900 DUVAL ST,Theft,2016-07-17 00:00:00 UTC,3116670,10079290,2016,78705
2015891805,"2906 DUVAL ST Austin, TX 78705",5,2015-05-13 00:00:00 UTC,Not cleared,9,ROBBERY BY THREAT             ,B,2906 DUVAL ST,Robbery,2015-03-30 00:00:00 UTC,3116733,10079392,2015,78705
20155044694,"2906 DUVAL ST Austin, TX 78705",5,2016-01-04 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,2906 DUVAL ST,Theft,2015-10-09 00:00:00 UTC,3116733,10079392,2015,78705
20165003311,"2906 DUVAL ST Austin, TX 78705",5,2016-01-26 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,2906 DUVAL ST,Theft,2016-01-24 00:00:00 UTC,3116733,10079392,2016,78705
2015771446,"2907 DUVAL ST Austin, TX 78705",5,2015-04-10 00:00:00 UTC,Not cleared,9,BURGLARY NON RESIDENCE        ,B,2907 DUVAL ST,Burglary,2015-03-18 00:00:00 UTC,3116860,10079438,2015,78705
20151880566,"2907 DUVAL ST Austin, TX 78705",5,2015-07-13 00:00:00 UTC,Not cleared,9,BURGLARY OF RESIDENCE         ,B,2907 DUVAL ST,Burglary,2015-07-07 00:00:00 UTC,3116860,10079438,2015,78705
20155045306,"300 E 34TH ST Austin, TX 78705",5,2015-10-22 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,300 E 34TH ST,Theft,2015-10-13 00:00:00 UTC,3117039,10081611,2015,78705
20162511795,"300 W 37TH ST Austin, TX 78705",5,2016-09-21 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,300 W 37TH ST,Theft,2016-09-07 00:00:00 UTC,3116268,10082689,2016,78705
20155016845,"3001 CEDAR ST Austin, TX 78705",5,2015-04-23 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,3001 CEDAR ST,Theft,2015-04-21 00:00:00 UTC,3115647,10080637,2015,78705
20151140765,"3001 CEDAR ST Austin, TX 78705",5,2015-04-28 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,3001 CEDAR ST,Theft,2015-04-24 00:00:00 UTC,3115647,10080637,2015,78705
20151291312,"3001 CEDAR ST Austin, TX 78705",5,2015-05-12 00:00:00 UTC,Not cleared,9,AUTO THEFT                    ,B,3001 CEDAR ST,Auto Theft,2015-05-09 00:00:00 UTC,3115647,10080637,2015,78705
20152271346,"3001 CEDAR ST Austin, TX 78705",5,2015-08-20 00:00:00 UTC,Not cleared,9,BURGLARY OF RESIDENCE         ,B,3001 CEDAR ST,Burglary,2015-08-15 00:00:00 UTC,3115647,10080637,2015,78705
20155050068,"3001 CEDAR ST Austin, TX 78705",5,2015-12-07 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,3001 CEDAR ST,Theft,2015-11-13 00:00:00 UTC,3115647,10080637,2015,78705
20158004616,"3004 SPEEDWAY Austin, TX 78705",5,2016-01-12 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,3004 SPEEDWAY,Theft,2015-12-23 00:00:00 UTC,3116302,10080179,2015,78705
20151061108,"3006 FRUTH ST Austin, TX 78705",5,2015-04-22 00:00:00 UTC,Not cleared,9,BURG NON RESIDENCE SHEDS      ,B,3006 FRUTH ST,Burglary,2015-04-16 00:00:00 UTC,3114626,10081142,2015,78705
2016401729,"3006 FRUTH ST Austin, TX 78705",5,2016-02-11 00:00:00 UTC,Not cleared,9,BURG NON RESIDENCE SHEDS      ,B,3006 FRUTH ST,Burglary,2016-02-09 00:00:00 UTC,3114626,10081142,2016,78705
20155011978,"3007 DUVAL ST Austin, TX 78705",5,2015-03-26 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,3007 DUVAL ST,Theft,2015-03-23 00:00:00 UTC,3117022,10079665,2015,78705
20168003823,"3007 DUVAL ST Austin, TX 78705",5,2016-08-24 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,3007 DUVAL ST,Theft,2016-08-14 00:00:00 UTC,3117021,10079665,2016,78705
20168003965,"3007 SPEEDWAY Austin, TX 78705",5,2016-09-02 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,3007 SPEEDWAY,Theft,2016-08-27 00:00:00 UTC,3116448,10080048,2016,78705
20155054238,"3008 CEDAR ST Austin, TX 78705",5,2016-01-07 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,3008 CEDAR ST,Theft,2015-12-12 00:00:00 UTC,3115463,10080750,2015,78705
20165034636,"3008 CEDAR ST Austin, TX 78705",5,2016-08-25 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,3008 CEDAR ST,Theft,2016-08-22 00:00:00 UTC,3115462,10080750,2016,78705
20158003962,"301 E 32ND ST Austin, TX 78705",5,2015-11-17 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,301 E 32ND ST,Theft,2015-11-04 00:00:00 UTC,3116613,10080754,2015,78705
20155042081,"301 E 33RD ST Austin, TX 78705",5,2015-09-24 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,301 E 33RD ST,Theft,2015-09-23 00:00:00 UTC,3116832,10081111,2015,78705
20163420457,"301 W 35TH ST Austin, TX 78705",5,2016-12-08 00:00:00 UTC,Not cleared,9,AUTO THEFT                    ,B,301 W 35TH ST,Auto Theft,2016-12-07 00:00:00 UTC,3116079,10082290,2016,78705
20165001980,"3011 FRUTH ST Austin, TX 78705",5,2016-01-19 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,3011 FRUTH ST,Theft,2016-01-15 00:00:00 UTC,3114821,10081169,2016,78705
20165003060,"3011 FRUTH ST Austin, TX 78705",5,2016-01-26 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,3011 FRUTH ST,Theft,2016-01-22 00:00:00 UTC,3114821,10081169,2016,78705
20158002461,"3011 SPEEDWAY Austin, TX 78705",5,2015-07-28 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,3011 SPEEDWAY,Theft,2015-07-23 00:00:00 UTC,3116516,10080120,2015,78705
20155010149,"302 E 34TH ST Austin, TX 78705",5,2015-03-12 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,302 E 34TH ST,Theft,2015-03-11 00:00:00 UTC,3117164,10081619,2015,78705
20158003354,"302 E 34TH ST Austin, TX 78705",5,2015-10-01 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,302 E 34TH ST,Theft,2015-09-27 00:00:00 UTC,3117164,10081619,2015,78705
201680178,"302 E 34TH ST Austin, TX 78705",5,2016-01-08 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF RESIDENCE         ,B,302 E 34TH ST,Burglary,2016-01-08 00:00:00 UTC,3117164,10081619,2016,78705
20155012903,"304 E 30TH ST Austin, TX 78705",5,2015-03-31 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,304 E 30TH ST,Theft,2015-03-27 00:00:00 UTC,3116419,10079846,2015,78705
20165031420,"304 E 30TH ST Austin, TX 78705",5,2016-08-10 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,304 E 30TH ST,Theft,2016-08-01 00:00:00 UTC,3116419,10079846,2016,78705
20163471670,"304 E 32ND ST Austin, TX 78705",5,2016-12-13 00:00:00 UTC,Cleared by Arrest,9,AGG ASSAULT FAM/DATE VIOLENCE ,B,304 E 32ND ST,Aggravated Assault,2016-12-12 00:00:00 UTC,3116815,10080866,2016,78705
20153580998,"304 E 33RD ST Austin, TX 78705",5,2015-12-27 00:00:00 UTC,Not cleared,9,AUTO THEFT                    ,B,304 E 33RD ST,Auto Theft,2015-12-24 00:00:00 UTC,3117013,10081178,2015,78705
20155004496,"304 E 34TH ST Austin, TX 78705",5,2015-02-04 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,304 E 34TH ST,Theft,2015-02-02 00:00:00 UTC,3117213,10081593,2015,78705
20158000826,"304 E 34TH ST Austin, TX 78705",5,2015-03-19 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,304 E 34TH ST,Theft,2015-03-13 00:00:00 UTC,3117213,10081593,2015,78705
20158002445,"304 E 34TH ST Austin, TX 78705",5,2015-08-17 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,304 E 34TH ST,Theft,2015-07-22 00:00:00 UTC,3117213,10081593,2015,78705
20165028397,"304 W 34TH ST Austin, TX 78705",5,2016-07-14 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,304 W 34TH ST,Theft,2016-07-10 00:00:00 UTC,3115896,10082140,2016,78705
20155025178,"305 E 31ST ST Austin, TX 78705",5,2015-06-15 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,305 E 31ST ST,Theft,2015-06-11 00:00:00 UTC,3116565,10080083,2015,78705
20168004177,"305 E 31ST ST Austin, TX 78705",5,2016-09-21 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,305 E 31ST ST,Theft,2016-09-02 00:00:00 UTC,3116565,10080082,2016,78705
20155042271,"305 E 35TH ST Austin, TX 78705",5,2015-09-29 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,305 E 35TH ST,Theft,2015-09-24 00:00:00 UTC,3117281,10081817,2015,78705
20155043116,"305 E 35TH ST Austin, TX 78705",5,2015-10-06 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,305 E 35TH ST,Theft,2015-09-30 00:00:00 UTC,3117281,10081817,2015,78705
20155019349,"305 W 35TH ST Austin, TX 78705",5,2015-05-07 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,305 W 35TH ST,Theft,2015-05-06 00:00:00 UTC,3115927,10082304,2015,78705
20155019347,"305 W 35TH ST Austin, TX 78705",5,2015-05-07 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,305 W 35TH ST,Theft,2015-05-06 00:00:00 UTC,3115927,10082304,2015,78705
20161400354,"305 W 35TH ST Austin, TX 78705",5,2016-05-19 00:00:00 UTC,Not cleared,9,AUTO THEFT                    ,B,305 W 35TH ST,Auto Theft,2016-05-19 00:00:00 UTC,3115927,10082304,2016,78705
20161720631,"305 W 35TH ST Austin, TX 78705",5,2016-07-07 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,305 W 35TH ST,Theft,2016-06-20 00:00:00 UTC,3115927,10082304,2016,78705
20165053410,"305 W 35TH ST Austin, TX 78705",5,2016-12-30 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,305 W 35TH ST,Theft,2016-12-28 00:00:00 UTC,3115927,10082304,2016,78705
20158000510,"306 E 32ND ST Austin, TX 78705",5,2015-02-19 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,306 E 32ND ST,Theft,2015-02-12 00:00:00 UTC,3116854,10080811,2015,78705
20155055141,"306 W 37TH ST Austin, TX 78705",5,2016-01-07 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,306 W 37TH ST,Theft,2015-12-17 00:00:00 UTC,3116146,10082766,2015,78705
20155026864,"307 E 35TH ST Austin, TX 78705",5,2015-06-23 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,307 E 35TH ST,Theft,2015-06-22 00:00:00 UTC,3117315,10081753,2015,78705
20165029703,"307 W 38TH ST Austin, TX 78705",5,2016-07-20 00:00:00 UTC,Cleared by Arrest,9,THEFT OF LICENSE PLATE        ,B,307 W 38TH ST,Theft,2016-07-19 00:00:00 UTC,3116220,10082924,2016,78705
20165023105,"308 E 34TH ST Austin, TX 78705",5,2016-07-05 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,308 E 34TH ST,Theft,2016-06-04 00:00:00 UTC,3117296,10081527,2016,78705
20155011886,"309 E 35TH ST Austin, TX 78705",5,2015-03-24 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,309 E 35TH ST,Theft,2015-03-22 00:00:00 UTC,3117378,10081761,2015,78705
20165021874,"3100 SPEEDWAY Austin, TX 78705",5,2016-05-31 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,3100 SPEEDWAY,Theft,2016-05-26 00:00:00 UTC,3115861,10080769,2016,78705
20155001571,"3101 CEDAR ST Austin, TX 78705",5,2015-01-14 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,3101 CEDAR ST,Theft,2015-01-12 00:00:00 UTC,3115757,10080843,2015,78705
20155001956,"3101 CEDAR ST Austin, TX 78705",5,2015-01-16 00:00:00 UTC,Cleared by Arrest,9,THEFT OF BICYCLE              ,B,3101 CEDAR ST,Theft,2015-01-15 00:00:00 UTC,3115757,10080843,2015,78705
20155010808,"3104 CEDAR ST Austin, TX 78705",5,2015-03-26 00:00:00 UTC,Cleared by Arrest,9,THEFT                         ,B,3104 CEDAR ST,Theft,2015-03-15 00:00:00 UTC,3115636,10081008,2015,78705
20161271687,"3104 CEDAR ST Austin, TX 78705",5,2016-05-27 00:00:00 UTC,Not cleared,9,BURGLARY OF RESIDENCE         ,B,3104 CEDAR ST,Burglary,2016-05-06 00:00:00 UTC,3115635,10081008,2016,78705
20165018918,"3104 HELMS ST Austin, TX 78705",5,2016-05-10 00:00:00 UTC,Cleared by Arrest,9,BURGLARY OF VEHICLE           ,B,3104 HELMS ST,Theft,2016-05-06 00:00:00 UTC,3116132,10080738,2016,78705
